S0_sfoil
1                   0                   
0.983199            0.0033064           
0.966199            0.00535303          
0.949185            0.00728762          
0.932167            0.00918188          
0.915146            0.0110506           
0.898122            0.0128946           
0.881095            0.0147098           
0.864065            0.0164904           
0.84703             0.0182297           
0.82999             0.019921            
0.812945            0.0215579           
0.795895            0.0231343           
0.778838            0.0246448           
0.761776            0.0260848           
0.744707            0.0274507           
0.727632            0.0287396           
0.710552            0.0299499           
0.693466            0.0310806           
0.676375            0.032132            
0.659279            0.0331049           
0.642179            0.0340011           
0.625076            0.034823            
0.607969            0.0355734           
0.590859            0.0362556           
0.573747            0.036873            
0.556633            0.0374291           
0.539516            0.0379274           
0.522399            0.0383711           
0.50528             0.038763            
0.48816             0.0391055           
0.471039            0.0394006           
0.453918            0.0396493           
0.436796            0.0398525           
0.419673            0.0400098           
0.40255             0.0401207           
0.385427            0.0401837           
0.368304            0.040197            
0.35118             0.0401581           
0.334057            0.0400642           
0.316935            0.0399123           
0.299813            0.0396992           
0.282692            0.0394217           
0.265572            0.0390765           
0.248454            0.0386604           
0.231337            0.03817             
0.214223            0.0376018           
0.197113            0.0369513           
0.180005            0.0362124           
0.162902            0.035376            
0.145805            0.0344283           
0.128716            0.033347            
0.111639            0.0320966           
0.0945793           0.03062             
0.0775506           0.0288248           
0.0605789           0.0265582           
0.0437232           0.0235564           
0.0271444           0.0193283           
0.0113887           0.0128064           
0                   0                   
0.00948958          -0.0144134          
0.0247897           -0.0219804          
0.0411944           -0.0270495          
0.0579649           -0.0308695          
0.0748876           -0.0339652          
0.0918888           -0.0366029          
0.108936            -0.0389281          
0.126013            -0.0410222          
0.143112            -0.0429296          
0.160229            -0.0446729          
0.177361            -0.0462614          
0.194507            -0.0476968          
0.211664            -0.0489774          
0.228833            -0.0501003          
0.246011            -0.0510629          
0.263198            -0.051864           
0.280391            -0.0525043          
0.29759             -0.0529861          
0.314792            -0.0533131          
0.331997            -0.0534899          
0.349202            -0.0535214          
0.366407            -0.0534122          
0.383611            -0.0531663          
0.400812            -0.0527858          
0.41801             -0.0522718          
0.435203            -0.0516231          
0.45239             -0.0508372          
0.469571            -0.04991            
0.486742            -0.0488365          
0.503904            -0.0476112          
0.521054            -0.0462294          
0.53819             -0.0446874          
0.555311            -0.0429835          
0.572415            -0.0411191          
0.589501            -0.039099           
0.60657             -0.0369321          
0.623621            -0.0346321          
0.640656            -0.0322169          
0.657677            -0.0297091          
0.674689            -0.0271358          
0.691696            -0.0245273          
0.708702            -0.0219171          
0.725714            -0.0193407          
0.742735            -0.0168341          
0.759772            -0.014433           
0.776829            -0.012171           
0.793906            -0.010078           
0.811006            -0.00817885         
0.828129            -0.00649159         
0.845272            -0.00502648         
0.862432            -0.00378517         
0.879607            -0.00276064         
0.896793            -0.00193791         
0.913986            -0.00129565         
0.931185            -0.000808799        
0.948386            -0.000452048        
0.96559             -0.000204193        
0.982795            -5.30214e-05        
1                   0                   
